# wavelength [nm], transmission T [%]
4.790000000000000000e+02,1.728550780640997075e+01
4.795000000000000000e+02,1.740555308652853128e+01
4.800000000000000000e+02,1.762281864593312974e+01
4.805000000000000000e+02,1.788177998280917436e+01
4.810000000000000000e+02,1.798854746749331213e+01
4.815000000000000000e+02,1.803436843674282386e+01
4.820000000000000000e+02,1.809432055907102210e+01
4.825000000000000000e+02,1.805139443814932676e+01
4.830000000000000000e+02,1.808182040460128448e+01
4.835000000000000000e+02,1.825784708514396470e+01
4.840000000000000000e+02,1.834006872471762151e+01
4.845000000000000000e+02,1.841812792151143796e+01
4.850000000000000000e+02,1.854037738362571019e+01
4.855000000000000000e+02,1.866375788186747897e+01
4.860000000000000000e+02,1.883758240592066713e+01
4.865000000000000000e+02,1.908020351630115030e+01
4.870000000000000000e+02,1.929898955468383548e+01
4.875000000000000000e+02,1.944143599633250830e+01
4.880000000000000000e+02,1.934957048220023523e+01
4.885000000000000000e+02,1.898891446993411947e+01
4.890000000000000000e+02,1.859114504676690061e+01
4.895000000000000000e+02,1.803029363951454656e+01
4.900000000000000000e+02,1.717502846033204733e+01
4.905000000000000000e+02,1.622160255908433157e+01
4.910000000000000000e+02,1.517502182610259709e+01
4.915000000000000000e+02,1.385687777920748331e+01
4.920000000000000000e+02,1.236466203504854100e+01
4.925000000000000000e+02,1.077648882572512612e+01
4.930000000000000000e+02,9.095137446126013714e+00
4.935000000000000000e+02,7.442875478122861210e+00
4.940000000000000000e+02,5.931992430850808518e+00
4.945000000000000000e+02,4.600563818269725047e+00
4.950000000000000000e+02,3.496607848423166409e+00
4.955000000000000000e+02,2.637527894764017056e+00
4.960000000000000000e+02,1.982828859257081744e+00
4.965000000000000000e+02,1.483709551147038397e+00
4.970000000000000000e+02,1.118152167131932107e+00
4.975000000000000000e+02,8.589888831140711778e-01
4.980000000000000000e+02,6.798291228457146174e-01
4.985000000000000000e+02,5.586276980871738296e-01
4.990000000000000000e+02,4.810754307383348083e-01
4.995000000000000000e+02,4.310924295442916665e-01
5.000000000000000000e+02,3.942688761529538066e-01
5.005000000000000000e+02,3.624387294430154172e-01
5.010000000000000000e+02,3.356232652381784254e-01
5.015000000000000000e+02,3.136801782205966838e-01
5.020000000000000000e+02,2.943389486887403872e-01
5.025000000000000000e+02,2.762128518221186324e-01
5.030000000000000000e+02,2.625268183425414903e-01
5.035000000000000000e+02,2.539240396767770691e-01
5.040000000000000000e+02,2.457785483270741589e-01
5.045000000000000000e+02,2.386241568016994052e-01
5.050000000000000000e+02,2.344302736779011742e-01
5.055000000000000000e+02,2.291053891046910540e-01
5.060000000000000000e+02,2.217921946016065404e-01
5.065000000000000000e+02,2.157434305216902604e-01
5.070000000000000000e+02,2.082510174432649908e-01
5.075000000000000000e+02,1.985056851068875416e-01
5.080000000000000000e+02,1.886538600611200045e-01
5.085000000000000000e+02,1.798253514996591140e-01
5.090000000000000000e+02,1.710352484013134833e-01
5.095000000000000000e+02,1.609408695786106458e-01
5.100000000000000000e+02,1.506767818872389586e-01
5.105000000000000000e+02,1.434893257918529730e-01
5.110000000000000000e+02,1.396472387656391423e-01
5.115000000000000000e+02,1.378551322073104379e-01
5.120000000000000000e+02,1.371528355590973525e-01
5.125000000000000000e+02,1.358192690509716360e-01
5.130000000000000000e+02,1.327835379542569028e-01
5.135000000000000000e+02,1.262196539515596794e-01
5.140000000000000000e+02,1.166061363481098179e-01
5.145000000000000000e+02,1.081785020181088436e-01
5.150000000000000000e+02,1.033092915177727250e-01
5.155000000000000000e+02,9.956515203772973999e-02
5.160000000000000000e+02,9.594891321771129022e-02
5.165000000000000000e+02,9.473125734863606373e-02
5.170000000000000000e+02,9.265477092151333527e-02
5.175000000000000000e+02,8.921213263396114701e-02
5.180000000000000000e+02,8.798204288460800826e-02
5.185000000000000000e+02,8.662094309272691528e-02
5.190000000000000000e+02,8.213987672982499266e-02
5.195000000000000000e+02,7.879219677639243136e-02
5.200000000000000000e+02,7.370196977068271815e-02
5.205000000000000000e+02,6.707166983526842430e-02
5.210000000000000000e+02,6.452769470747499181e-02
5.215000000000000000e+02,6.633410755770487166e-02
5.220000000000000000e+02,6.768429394486852324e-02
5.225000000000000000e+02,6.770495880168675429e-02
5.230000000000000000e+02,6.797121451124150948e-02
5.235000000000000000e+02,6.739387033083334144e-02
5.240000000000000000e+02,6.723038890055618721e-02
5.245000000000000000e+02,6.826837014401704318e-02
5.250000000000000000e+02,6.884860223412037072e-02
5.255000000000000000e+02,6.905560784780567785e-02
5.260000000000000000e+02,6.784939222078568977e-02
5.265000000000000000e+02,6.521877331573840142e-02
5.270000000000000000e+02,6.283581617971877031e-02
5.275000000000000000e+02,6.130550274438820862e-02
5.280000000000000000e+02,6.036433989235737152e-02
5.285000000000000000e+02,6.140786133486857146e-02
5.290000000000000000e+02,6.321993165611079768e-02
5.295000000000000000e+02,6.642760819232688962e-02
5.300000000000000000e+02,6.710630204361348050e-02
5.305000000000000000e+02,6.455885282730730590e-02
5.310000000000000000e+02,6.244409213273643261e-02
5.315000000000000000e+02,5.657480727748116084e-02
5.320000000000000000e+02,4.919331118432401090e-02
5.325000000000000000e+02,4.695209108141193410e-02
5.330000000000000000e+02,4.785381185215270561e-02
5.335000000000000000e+02,5.044436338611044818e-02
5.340000000000000000e+02,5.546270865152525681e-02
5.345000000000000000e+02,5.893223709479505218e-02
5.350000000000000000e+02,5.905938625912777323e-02
5.355000000000000000e+02,5.732830383365079829e-02
5.360000000000000000e+02,4.324930176960962991e-02
5.365000000000000000e+02,1.931338346671247416e-02
5.370000000000000000e+02,4.011534877229063455e-03
5.375000000000000000e+02,-3.653218544381648877e-03
5.380000000000000000e+02,-8.691154048496742626e-03
5.385000000000000000e+02,4.065377816427073743e-03
5.390000000000000000e+02,2.372911626259217172e-02
5.395000000000000000e+02,3.125027792919529007e-02
5.400000000000000000e+02,3.702635905052853449e-02
5.405000000000000000e+02,4.001793317040359260e-02
5.410000000000000000e+02,3.995849447659050729e-02
5.415000000000000000e+02,4.059639970280793514e-02
5.420000000000000000e+02,4.050396533152362394e-02
5.425000000000000000e+02,3.844070212870476927e-02
5.430000000000000000e+02,3.647689152320428979e-02
5.435000000000000000e+02,3.345438475325223510e-02
5.440000000000000000e+02,2.999744635320699890e-02
5.445000000000000000e+02,2.842408652943815422e-02
5.450000000000000000e+02,2.838711847950509473e-02
5.455000000000000000e+02,2.876517813417410821e-02
5.460000000000000000e+02,3.098960475750368870e-02
5.465000000000000000e+02,3.373729526596607603e-02
5.470000000000000000e+02,3.279292613300000686e-02
5.475000000000000000e+02,3.067678554875282945e-02
5.480000000000000000e+02,3.299469493545882648e-02
5.485000000000000000e+02,3.514677860164316936e-02
5.490000000000000000e+02,3.516732020646325119e-02
5.495000000000000000e+02,3.677125685836111352e-02
5.500000000000000000e+02,3.848049599633518447e-02
5.505000000000000000e+02,3.821900035750552121e-02
5.510000000000000000e+02,3.846463619708297837e-02
5.515000000000000000e+02,3.955350145689122410e-02
5.520000000000000000e+02,3.926097994310690648e-02
5.525000000000000000e+02,3.725628866157573715e-02
5.530000000000000000e+02,3.430256548049728099e-02
5.535000000000000000e+02,3.114444680722344705e-02
5.540000000000000000e+02,2.948721469033555725e-02
5.545000000000000000e+02,3.005328688373047272e-02
5.550000000000000000e+02,3.128376532023122852e-02
5.555000000000000000e+02,3.253884631882570516e-02
5.560000000000000000e+02,3.421219141427325749e-02
5.565000000000000000e+02,3.357430623209713139e-02
5.570000000000000000e+02,3.215381795168366363e-02
5.575000000000000000e+02,3.321168441793700271e-02
5.580000000000000000e+02,3.455276327105764878e-02
5.585000000000000000e+02,3.595395428218753353e-02
5.590000000000000000e+02,3.672481819826860922e-02
5.595000000000000000e+02,3.567169675539676871e-02
5.600000000000000000e+02,3.469336454715827439e-02
5.605000000000000000e+02,3.115238897335964943e-02
5.610000000000000000e+02,2.329391802103007378e-02
5.615000000000000000e+02,1.779224324425389414e-02
5.620000000000000000e+02,1.554462163689571824e-02
5.625000000000000000e+02,1.386872874355825694e-02
5.630000000000000000e+02,1.647925603901697136e-02
5.635000000000000000e+02,2.170244019231312022e-02
5.640000000000000000e+02,2.322202011543382169e-02
5.645000000000000000e+02,2.196162553292563963e-02
5.650000000000000000e+02,2.032727363910295099e-02
5.655000000000000000e+02,1.839012856531983126e-02
5.660000000000000000e+02,1.727575450973889079e-02
5.665000000000000000e+02,1.699617653428837569e-02
5.670000000000000000e+02,1.589913862352405199e-02
5.675000000000000000e+02,1.571321095749827687e-02
5.680000000000000000e+02,1.830219183757307924e-02
5.685000000000000000e+02,2.280571850857653765e-02
5.690000000000000000e+02,2.682699165116126175e-02
5.695000000000000000e+02,3.014553099500029074e-02
5.700000000000000000e+02,3.218843993038920936e-02
5.705000000000000000e+02,3.183004858593785347e-02
5.710000000000000000e+02,2.981884773144301976e-02
5.715000000000000000e+02,2.855015511003078724e-02
5.720000000000000000e+02,2.721440251191278512e-02
5.725000000000000000e+02,2.590330301927800533e-02
5.730000000000000000e+02,2.536083938787538766e-02
5.735000000000000000e+02,2.479547423148960664e-02
5.740000000000000000e+02,2.465693329648037044e-02
5.745000000000000000e+02,2.373241620278748396e-02
5.750000000000000000e+02,1.899397503765892781e-02
5.755000000000000000e+02,1.262555756575344142e-02
5.760000000000000000e+02,9.170264088839679556e-03
5.765000000000000000e+02,8.471042126694852334e-03
5.770000000000000000e+02,1.165876162580412392e-02
5.775000000000000000e+02,1.775826775151284273e-02
5.780000000000000000e+02,2.364558194766758215e-02
5.785000000000000000e+02,2.766265513147474209e-02
5.790000000000000000e+02,2.877708448766644680e-02
5.795000000000000000e+02,2.924943019077286613e-02
5.800000000000000000e+02,3.023967498642488039e-02
5.805000000000000000e+02,2.965989122080548920e-02
5.810000000000000000e+02,2.916723118385390265e-02
5.815000000000000000e+02,3.018724221814159114e-02
5.820000000000000000e+02,3.029349738284946650e-02
5.825000000000000000e+02,2.904839497937055162e-02
5.830000000000000000e+02,2.763499746423794465e-02
5.835000000000000000e+02,2.668453551610273575e-02
5.840000000000000000e+02,2.455340284254176053e-02
5.845000000000000000e+02,2.316218513608536353e-02
5.850000000000000000e+02,2.485162288091772795e-02
5.855000000000000000e+02,2.644536460242723902e-02
5.860000000000000000e+02,2.736279759420260499e-02
5.865000000000000000e+02,2.965942287531416616e-02
5.870000000000000000e+02,3.041544537492879910e-02
5.875000000000000000e+02,2.959110884956527368e-02
5.880000000000000000e+02,2.956471071677716986e-02
5.885000000000000000e+02,2.724470103255477449e-02
5.890000000000000000e+02,2.235480148703421904e-02
5.895000000000000000e+02,1.963329575897689028e-02
5.900000000000000000e+02,1.888175270950460602e-02
5.905000000000000000e+02,1.838296416762444027e-02
5.910000000000000000e+02,1.785979807210898163e-02
5.915000000000000000e+02,1.790583342543805578e-02
5.920000000000000000e+02,1.794903290918856142e-02
5.925000000000000000e+02,1.774673137908485548e-02
5.930000000000000000e+02,1.853872880802183779e-02
5.935000000000000000e+02,1.841121713429893364e-02
5.940000000000000000e+02,1.684836416870133177e-02
5.945000000000000000e+02,1.599695978447403938e-02
5.950000000000000000e+02,1.566634251033510380e-02
5.955000000000000000e+02,1.605492861367095389e-02
5.960000000000000000e+02,1.845387039625914077e-02
5.965000000000000000e+02,2.016174280158215468e-02
5.970000000000000000e+02,1.948728428588859807e-02
5.975000000000000000e+02,1.857544817762864231e-02
5.980000000000000000e+02,1.794693457021982394e-02
5.985000000000000000e+02,1.730606921587665714e-02
5.990000000000000000e+02,1.690025089208353412e-02
5.995000000000000000e+02,1.708832907086800176e-02
6.000000000000000000e+02,1.899223059973681807e-02
6.005000000000000000e+02,2.002632353915867122e-02
6.010000000000000000e+02,1.968556726976761206e-02
6.015000000000000000e+02,1.882781809512394655e-02
6.020000000000000000e+02,1.645053383274874131e-02
6.025000000000000000e+02,1.351659240551602095e-02
6.030000000000000000e+02,1.199171424523890091e-02
6.035000000000000000e+02,1.252913274871896021e-02
6.040000000000000000e+02,1.429519729162430884e-02
6.045000000000000000e+02,1.698828004701500444e-02
6.050000000000000000e+02,2.181088116060601531e-02
6.055000000000000000e+02,2.435216650221143364e-02
6.060000000000000000e+02,2.546907396058662593e-02
6.065000000000000000e+02,2.670385244440397904e-02
6.070000000000000000e+02,2.586827950593796957e-02
6.075000000000000000e+02,2.493358093115606230e-02
6.080000000000000000e+02,2.510742504543760426e-02
6.085000000000000000e+02,2.560036268418301036e-02
6.090000000000000000e+02,2.557421258141246920e-02
6.095000000000000000e+02,2.491307648592456722e-02
6.100000000000000000e+02,2.477112258905595291e-02
6.105000000000000000e+02,2.392246173030164111e-02
6.110000000000000000e+02,2.229321716345438950e-02
6.115000000000000000e+02,2.156732065224611222e-02
6.120000000000000000e+02,1.903186810983103355e-02
6.125000000000000000e+02,1.627011635082873872e-02
6.130000000000000000e+02,1.399597053794329402e-02
6.135000000000000000e+02,1.325973720653432671e-02
6.140000000000000000e+02,1.635232958009683046e-02
6.145000000000000000e+02,2.063306220848761668e-02
6.150000000000000000e+02,2.417163652029080331e-02
6.155000000000000000e+02,2.719346195650984913e-02
6.160000000000000000e+02,2.745826213796581303e-02
6.165000000000000000e+02,2.484202072732969585e-02
6.170000000000000000e+02,2.162887740968599815e-02
6.175000000000000000e+02,1.801573998965719930e-02
6.180000000000000000e+02,1.517760225259495895e-02
6.185000000000000000e+02,1.443002953074491897e-02
6.190000000000000000e+02,1.545038849945879790e-02
6.195000000000000000e+02,1.720443255450452083e-02
6.200000000000000000e+02,1.926376088309576448e-02
6.205000000000000000e+02,1.972194551497454679e-02
6.210000000000000000e+02,1.759819357575401547e-02
6.215000000000000000e+02,1.681174516860589607e-02
6.220000000000000000e+02,1.855934975606833223e-02
6.225000000000000000e+02,2.126276255292551889e-02
6.230000000000000000e+02,2.563234112835386172e-02
6.235000000000000000e+02,3.056463543724011883e-02
6.240000000000000000e+02,3.323062800766122399e-02
6.245000000000000000e+02,3.329891837242641983e-02
6.250000000000000000e+02,3.062139248905725031e-02
6.255000000000000000e+02,2.600472299923488675e-02
6.260000000000000000e+02,2.265241464897185114e-02
6.265000000000000000e+02,2.173660172765159646e-02
6.270000000000000000e+02,2.273711779351366910e-02
6.275000000000000000e+02,2.546125764828936419e-02
6.280000000000000000e+02,2.831383278949999374e-02
6.285000000000000000e+02,3.045288287401573882e-02
6.290000000000000000e+02,3.187913144751122058e-02
6.295000000000000000e+02,3.299297922224905116e-02
6.300000000000000000e+02,3.407298900498374056e-02
6.305000000000000000e+02,3.418967333452540419e-02
6.310000000000000000e+02,3.328219052669961070e-02
6.315000000000000000e+02,3.155703496467490016e-02
6.320000000000000000e+02,2.935775481766501882e-02
6.325000000000000000e+02,2.911727828068463864e-02
6.330000000000000000e+02,2.951555330933909940e-02
6.335000000000000000e+02,3.024467511165287309e-02
6.340000000000000000e+02,3.195960531020946432e-02
6.345000000000000000e+02,3.099730564709386738e-02
6.350000000000000000e+02,2.998422099487612139e-02
6.355000000000000000e+02,3.089770114546728022e-02
6.360000000000000000e+02,3.163019222087132959e-02
6.365000000000000000e+02,3.351380371494817184e-02
6.370000000000000000e+02,3.553221521622487028e-02
6.375000000000000000e+02,3.631260958294377922e-02
6.380000000000000000e+02,3.715239514724811426e-02
6.385000000000000000e+02,3.645843721246164182e-02
6.390000000000000000e+02,3.519710659553103305e-02
6.395000000000000000e+02,3.515244341669989531e-02
6.400000000000000000e+02,3.602768055015750925e-02
6.405000000000000000e+02,3.837526978356905344e-02
6.410000000000000000e+02,4.098528173057565394e-02
6.415000000000000000e+02,4.232126490503883981e-02
6.420000000000000000e+02,4.294660706013664342e-02
6.425000000000000000e+02,4.227609998963578058e-02
6.430000000000000000e+02,4.215398474562817577e-02
6.435000000000000000e+02,4.308310653303122628e-02
6.440000000000000000e+02,4.291646238316514095e-02
6.445000000000000000e+02,4.199497468351467283e-02
6.450000000000000000e+02,3.961957407734571085e-02
6.455000000000000000e+02,3.566242433525761146e-02
6.460000000000000000e+02,3.344577900519590113e-02
6.465000000000000000e+02,3.238698797870341595e-02
6.470000000000000000e+02,3.187850184321892877e-02
6.475000000000000000e+02,3.261362698041734426e-02
6.480000000000000000e+02,3.195020022603411308e-02
6.485000000000000000e+02,3.069532315976520112e-02
6.490000000000000000e+02,2.931514174689682159e-02
6.495000000000000000e+02,2.637818790938046762e-02
6.500000000000000000e+02,2.101201505306166811e-02
6.505000000000000000e+02,1.119548082414340527e-02
6.510000000000000000e+02,3.377386114094255327e-03
6.515000000000000000e+02,1.204555754224069216e-03
6.520000000000000000e+02,2.463555883456550188e-03
6.525000000000000000e+02,1.190528431135612179e-02
6.530000000000000000e+02,2.173568894647226468e-02
6.535000000000000000e+02,2.503055676113652775e-02
6.540000000000000000e+02,2.586779502560373339e-02
6.545000000000000000e+02,2.505690537430681208e-02
6.550000000000000000e+02,2.318699288232207653e-02
6.555000000000000000e+02,2.272660560687697964e-02
6.560000000000000000e+02,2.257856419158878539e-02
6.565000000000000000e+02,2.149581362500883885e-02
6.570000000000000000e+02,2.042499860191381716e-02
6.575000000000000000e+02,1.868030574600763188e-02
6.580000000000000000e+02,1.727650639311636635e-02
6.585000000000000000e+02,1.670019312613091680e-02
6.590000000000000000e+02,1.655671527069637466e-02
6.595000000000000000e+02,1.643055117688548006e-02
6.600000000000000000e+02,1.461842697569593411e-02
6.605000000000000000e+02,1.258205236041444290e-02
6.610000000000000000e+02,1.246205296060654694e-02
6.615000000000000000e+02,1.313140866243070644e-02
6.620000000000000000e+02,1.534620647685849305e-02
6.625000000000000000e+02,1.913473410220997012e-02
6.630000000000000000e+02,2.101394733581677179e-02
6.635000000000000000e+02,2.091453620270299421e-02
6.640000000000000000e+02,2.183777639311229937e-02
6.645000000000000000e+02,2.189352348999726999e-02
6.650000000000000000e+02,2.131789495590890454e-02
6.655000000000000000e+02,2.176242189952129827e-02
6.660000000000000000e+02,2.161267128213026703e-02
6.665000000000000000e+02,2.078463527368690222e-02
6.670000000000000000e+02,1.961144458511426131e-02
6.675000000000000000e+02,1.890148524702747398e-02
6.680000000000000000e+02,1.962182893560152422e-02
6.685000000000000000e+02,1.911081510926354241e-02
6.690000000000000000e+02,1.869033673880094587e-02
6.695000000000000000e+02,1.885799777326139723e-02
6.700000000000000000e+02,1.749268147278323568e-02
6.705000000000000000e+02,1.537017486912061089e-02
6.710000000000000000e+02,1.471012046833860762e-02
6.715000000000000000e+02,1.467706458984400185e-02
6.720000000000000000e+02,1.460188327953207237e-02
6.725000000000000000e+02,1.638111055711952146e-02
6.730000000000000000e+02,1.909692998656479027e-02
6.735000000000000000e+02,2.089773424532164608e-02
6.740000000000000000e+02,2.215506495413996010e-02
6.745000000000000000e+02,2.370261396667796075e-02
6.750000000000000000e+02,2.544256900542585936e-02
6.755000000000000000e+02,2.614125759938910887e-02
6.760000000000000000e+02,2.450342650059521635e-02
6.765000000000000000e+02,2.279252811546437357e-02
6.770000000000000000e+02,2.231825117364483885e-02
6.775000000000000000e+02,2.119365682336697351e-02
6.780000000000000000e+02,1.995525239191870900e-02
6.785000000000000000e+02,1.810910642356441946e-02
6.790000000000000000e+02,1.508163210965799729e-02
6.795000000000000000e+02,1.259059988771953076e-02
6.800000000000000000e+02,1.214080892819720953e-02
6.805000000000000000e+02,1.452446436635808705e-02
6.810000000000000000e+02,1.699769221492612378e-02
6.815000000000000000e+02,1.768400586603373001e-02
6.820000000000000000e+02,1.782075853674140384e-02
6.825000000000000000e+02,1.704591537869631218e-02
6.830000000000000000e+02,1.688032655216046424e-02
6.835000000000000000e+02,1.885567041822568124e-02
6.840000000000000000e+02,2.100904681974743657e-02
6.845000000000000000e+02,2.328901417738816343e-02
6.850000000000000000e+02,2.604085327846047265e-02
6.855000000000000000e+02,2.847660997664279089e-02
6.860000000000000000e+02,3.004806319158643407e-02
6.865000000000000000e+02,3.002078172243007395e-02
6.870000000000000000e+02,2.844863213899289159e-02
6.875000000000000000e+02,2.461351072755882732e-02
6.880000000000000000e+02,2.018131912551563226e-02
6.885000000000000000e+02,1.739373114575182289e-02
6.890000000000000000e+02,1.713532970261853056e-02
6.895000000000000000e+02,1.768810044545399141e-02
6.900000000000000000e+02,1.956143303360695015e-02
6.905000000000000000e+02,1.974281596281878340e-02
6.910000000000000000e+02,1.836507481182078974e-02
6.915000000000000000e+02,1.755630746373304518e-02
6.920000000000000000e+02,1.756443451665866753e-02
6.925000000000000000e+02,1.986688862515847281e-02
6.930000000000000000e+02,2.390791602860083825e-02
6.935000000000000000e+02,2.671483286381307401e-02
6.940000000000000000e+02,2.756723263470058777e-02
6.945000000000000000e+02,2.681118038703811379e-02
6.950000000000000000e+02,2.653912489645095588e-02
6.955000000000000000e+02,2.713689529282593133e-02
6.960000000000000000e+02,2.759762749786489819e-02
6.965000000000000000e+02,2.697277132048086709e-02
6.970000000000000000e+02,2.457496000148483295e-02
6.975000000000000000e+02,1.954746056280113817e-02
6.980000000000000000e+02,1.669278994865231597e-02
6.985000000000000000e+02,1.794741102419526030e-02
6.990000000000000000e+02,1.979432010142068502e-02
6.995000000000000000e+02,2.089336885231961663e-02
7.000000000000000000e+02,2.100693152848470691e-02
7.005000000000000000e+02,1.943993154913548072e-02
7.010000000000000000e+02,1.792527599549312983e-02
7.015000000000000000e+02,1.741088190218182535e-02
7.020000000000000000e+02,1.820705790450257572e-02
7.025000000000000000e+02,1.840455756876046775e-02
7.030000000000000000e+02,1.615830953766845407e-02
7.035000000000000000e+02,1.480538620822854576e-02
7.040000000000000000e+02,1.289221433219291980e-02
7.045000000000000000e+02,1.234130227203988905e-02
7.050000000000000000e+02,1.572112379822631495e-02
7.055000000000000000e+02,1.886045980162356916e-02
7.060000000000000000e+02,2.123423456963223835e-02
7.065000000000000000e+02,2.247316419495659634e-02
7.070000000000000000e+02,1.997651869664640589e-02
7.075000000000000000e+02,1.828438773790516322e-02
7.080000000000000000e+02,1.857348884916248249e-02
7.085000000000000000e+02,1.782881225809995057e-02
7.090000000000000000e+02,1.662946817390725807e-02
7.095000000000000000e+02,1.638040675435216073e-02
7.100000000000000000e+02,1.589455906628851889e-02
7.105000000000000000e+02,1.575991656863330245e-02
7.110000000000000000e+02,1.762585348857449719e-02
7.115000000000000000e+02,2.038770201975232885e-02
7.120000000000000000e+02,2.140149092621911053e-02
7.125000000000000000e+02,1.981235496037724378e-02
7.130000000000000000e+02,1.912200426788595101e-02
7.135000000000000000e+02,1.870652767455966564e-02
7.140000000000000000e+02,1.698047551250649739e-02
7.145000000000000000e+02,1.633903128654420195e-02
7.150000000000000000e+02,1.740624285637983396e-02
7.155000000000000000e+02,1.816423253800297094e-02
7.160000000000000000e+02,1.830494658145865108e-02
7.165000000000000000e+02,1.879878944051077694e-02
7.170000000000000000e+02,1.945261458899199408e-02
7.175000000000000000e+02,1.832837556682875152e-02
7.180000000000000000e+02,1.696964260962607884e-02
7.185000000000000000e+02,1.682265324908875648e-02
7.190000000000000000e+02,1.717614675414536052e-02
7.195000000000000000e+02,1.665728955487440904e-02
7.200000000000000000e+02,1.664180494012917552e-02
7.205000000000000000e+02,1.752423771520933080e-02
7.210000000000000000e+02,1.811963236345589395e-02
7.215000000000000000e+02,1.859939784881165653e-02
7.220000000000000000e+02,1.944182996521668511e-02
7.225000000000000000e+02,1.909946424105899571e-02
7.230000000000000000e+02,1.521089488621587063e-02
7.235000000000000000e+02,1.293766760055675875e-02
7.240000000000000000e+02,1.370562826299158432e-02
7.245000000000000000e+02,1.416179828891241110e-02
7.250000000000000000e+02,1.635872229180086040e-02
7.255000000000000000e+02,1.985406512913718072e-02
7.260000000000000000e+02,1.934232767341066000e-02
7.265000000000000000e+02,1.880803855828962548e-02
7.270000000000000000e+02,2.167360032603815947e-02
7.275000000000000000e+02,2.379438756419828549e-02
7.280000000000000000e+02,2.369693387863919254e-02
7.285000000000000000e+02,2.326236742740860411e-02
7.290000000000000000e+02,1.986353725081380084e-02
7.295000000000000000e+02,1.494113228259109048e-02
7.300000000000000000e+02,1.320676011582228374e-02
7.305000000000000000e+02,1.405756474543831680e-02
7.310000000000000000e+02,1.552665368619051724e-02
7.315000000000000000e+02,1.744598006798734474e-02
7.320000000000000000e+02,1.833343708200023403e-02
7.325000000000000000e+02,1.813591850602385216e-02
7.330000000000000000e+02,1.839404571096649871e-02
7.335000000000000000e+02,1.914456643410178058e-02
7.340000000000000000e+02,2.075290408745728357e-02
7.345000000000000000e+02,2.276669285326827011e-02
7.350000000000000000e+02,2.303877252260480915e-02
7.355000000000000000e+02,2.327231424590939235e-02
7.360000000000000000e+02,2.382675869338687219e-02
7.365000000000000000e+02,2.263650582413240242e-02
7.370000000000000000e+02,2.165750193245055688e-02
7.375000000000000000e+02,2.092106044203225629e-02
7.380000000000000000e+02,1.989531173032751260e-02
7.385000000000000000e+02,2.019636045445123707e-02
7.390000000000000000e+02,2.021782243585620170e-02
7.395000000000000000e+02,2.003175386645043507e-02
7.400000000000000000e+02,2.122516910696834250e-02
7.405000000000000000e+02,2.252983777956119385e-02
7.410000000000000000e+02,2.322074004578848078e-02
7.415000000000000000e+02,2.223019030449313940e-02
7.420000000000000000e+02,1.843692751486218293e-02
7.425000000000000000e+02,1.527180507570775891e-02
7.430000000000000000e+02,1.425030482101995698e-02
7.435000000000000000e+02,1.477272485320238818e-02
7.440000000000000000e+02,1.711934547796939779e-02
7.445000000000000000e+02,1.965453055751863534e-02
7.450000000000000000e+02,1.984252369554291920e-02
7.455000000000000000e+02,2.092483225565712479e-02
7.460000000000000000e+02,2.330297963546337781e-02
7.465000000000000000e+02,2.306443693519892937e-02
7.470000000000000000e+02,2.176332910019273051e-02
7.475000000000000000e+02,1.945881600410447401e-02
7.480000000000000000e+02,1.723949816406620747e-02
7.485000000000000000e+02,1.774659972743043018e-02
7.490000000000000000e+02,2.087475385909706369e-02
7.495000000000000000e+02,2.473744156641875455e-02
7.500000000000000000e+02,2.545526769965580569e-02
7.505000000000000000e+02,2.377705821403792302e-02
7.510000000000000000e+02,2.136927544637406279e-02
7.515000000000000000e+02,1.932774172106658736e-02
7.520000000000000000e+02,2.053667057454413095e-02
7.525000000000000000e+02,2.218517589440260895e-02
7.530000000000000000e+02,2.176533427511933780e-02
7.535000000000000000e+02,2.110647904859323104e-02
7.540000000000000000e+02,1.873293186179687472e-02
7.545000000000000000e+02,1.740203885633799519e-02
7.550000000000000000e+02,1.849402041982097997e-02
7.555000000000000000e+02,1.901935257804624954e-02
7.560000000000000000e+02,2.046619349449786684e-02
7.565000000000000000e+02,2.099667983934626336e-02
7.570000000000000000e+02,2.042571345837801075e-02
7.575000000000000000e+02,2.209665401740070270e-02
7.580000000000000000e+02,2.453573953694616547e-02
7.585000000000000000e+02,2.597593751202537452e-02
7.590000000000000000e+02,2.606851982883194932e-02
7.595000000000000000e+02,2.253465705200068808e-02
7.600000000000000000e+02,1.698449990039814506e-02
7.605000000000000000e+02,1.172934527912395698e-02
7.610000000000000000e+02,7.759434410430943521e-03
7.615000000000000000e+02,6.345698524264966819e-03
7.620000000000000000e+02,6.909669990535606023e-03
7.625000000000000000e+02,1.058044855233512653e-02
7.630000000000000000e+02,1.481137374017999463e-02
7.635000000000000000e+02,1.897417056021093867e-02
7.640000000000000000e+02,2.223701906425806438e-02
7.645000000000000000e+02,2.204629307393757634e-02
7.650000000000000000e+02,2.247067665229649999e-02
7.655000000000000000e+02,2.416995051579569342e-02
7.660000000000000000e+02,2.587036894332938111e-02
7.665000000000000000e+02,2.918625032499674171e-02
7.670000000000000000e+02,3.112313013277288529e-02
7.675000000000000000e+02,2.955555113140188178e-02
7.680000000000000000e+02,2.562862395204390173e-02
7.685000000000000000e+02,2.228802733894713617e-02
7.690000000000000000e+02,2.166950251832763102e-02
7.695000000000000000e+02,2.271178040923849117e-02
