# wavelength [nm], transmission T [%]
1.061000000000000000e+03,7.306265241369366947e+00
1.061500000000000000e+03,7.503406060602727301e+00
1.062000000000000000e+03,7.829089711894675396e+00
1.062500000000000000e+03,8.099596086352059743e+00
1.063000000000000000e+03,8.243956395327439068e+00
1.063500000000000000e+03,8.254648032569226856e+00
1.064000000000000000e+03,8.444128625995537263e+00
1.064500000000000000e+03,8.718864054243773865e+00
1.065000000000000000e+03,8.863209760949484206e+00
1.065500000000000000e+03,8.434457045557071098e+00
1.066000000000000000e+03,8.110384179110607050e+00
1.066500000000000000e+03,7.939803126900285335e+00
1.067000000000000000e+03,7.886322751709857748e+00
1.067500000000000000e+03,7.699518816910052799e+00
1.068000000000000000e+03,7.589185656389467738e+00
1.068500000000000000e+03,8.053960924000383770e+00
1.069000000000000000e+03,7.894945148942862367e+00
1.069500000000000000e+03,7.615995411395768855e+00
1.070000000000000000e+03,6.852395658094967423e+00
1.070500000000000000e+03,6.834200339471391494e+00
1.071000000000000000e+03,7.503890811277533324e+00
1.071500000000000000e+03,8.660928231280756506e+00
1.072000000000000000e+03,9.305218949119279159e+00
1.072500000000000000e+03,9.575685441981859114e+00
1.073000000000000000e+03,9.591658730927189680e+00
1.073500000000000000e+03,9.584322976644807923e+00
1.074000000000000000e+03,1.008224196176087695e+01
1.074500000000000000e+03,9.889773100957816254e+00
1.075000000000000000e+03,9.781002776406417354e+00
1.075500000000000000e+03,9.508852238007159841e+00
1.076000000000000000e+03,9.628145722444928722e+00
1.076500000000000000e+03,9.686314091059818665e+00
1.077000000000000000e+03,9.817947696921928369e+00
1.077500000000000000e+03,9.465059896985096088e+00
1.078000000000000000e+03,9.052815248976957108e+00
1.078500000000000000e+03,8.734167233429531052e+00
1.079000000000000000e+03,8.580794280087037151e+00
1.079500000000000000e+03,8.878199629919301117e+00
1.080000000000000000e+03,9.288452360273955932e+00
1.080500000000000000e+03,9.481929911630128771e+00
